condition,drugName,Total_Reviews,Avg_Rating,Median_Rating,Positive_Reviews,Neutral_Reviews,Negative_Reviews,Total_Useful_Votes,Avg_Useful_Votes,Avg_Review_Word_Count,Satisfaction_Rate_Pct
Bipolar Disorde,Olanzapine,107,6.56,8.0,61,23,23,3019,28.2,71.1,57.0
Pain,Toradol,106,7.52,9.0,78,6,22,1919,18.1,66.5,73.6
Migraine Prevention,Propranolol,106,7.65,9.0,80,12,14,3109,29.3,84.0,75.5
Irritable Bowel Syndrome,Dicyclomine,106,7.69,9.0,80,12,14,4121,38.9,74.2,75.5
Benign Prostatic Hyperplasia,Tamsulosin,105,5.64,6.0,42,33,30,5581,53.2,62.9,40.0
Obesity,Qsymia,105,8.04,9.0,83,10,12,4717,44.9,90.3,79.0
Birth Control,Generess Fe,104,6.88,8.0,66,19,19,1036,10.0,102.5,63.5
Birth Control,Chateal,103,6.14,6.0,51,23,29,557,5.4,97.5,49.5
Seizures,Levetiracetam,103,6.56,7.0,62,18,23,3204,31.1,75.1,60.2
Erectile Dysfunction,Viagra,102,8.79,10.0,89,6,7,6682,65.5,70.3,87.3
Irritable Bowel Syndrome,Linzess,102,7.23,8.5,73,8,21,3467,34.0,92.9,71.6
Plaque Psoriasis,Otezla,101,5.85,7.0,51,17,33,2134,21.1,94.1,50.5
Insomnia,Melatonin,101,6.88,8.0,67,12,22,3104,30.7,68.6,66.3
Birth Control,Mononessa,101,6.28,7.0,55,22,24,857,8.5,90.3,54.5
Chronic Pain,Tramadol,101,6.16,7.0,55,18,28,2872,28.4,68.2,54.5
Chronic Pain,Acetaminophen / Oxycodone,101,8.0,9.0,82,10,9,3275,32.4,68.5,81.2
Unknown,Ethinyl Estradiol / Norethindrone,100,5.67,6.5,50,18,32,307,3.1,94.3,50.0
Obesity,Topiramate,100,7.62,9.0,74,13,13,8805,88.0,97.8,74.0
Bronchitis,Azithromycin,100,6.49,8.0,60,10,30,2463,24.6,71.6,60.0
High Blood Pressure,Bystolic,99,6.62,8.0,61,11,27,4355,44.0,88.3,61.6
Anxiety,Effexor Xr,99,7.54,9.0,73,7,19,6714,67.8,100.8,73.7
ibromyalgia,Gabapentin,98,6.65,8.0,64,11,23,5975,61.0,85.2,65.3
Vaginal Yeast Infection,Monistat 3-Day Combination Pack,98,3.7,2.0,26,14,58,891,9.1,80.1,26.5
Osteoarthritis,Euflexxa,98,6.45,8.0,57,11,30,3925,40.1,90.5,58.2
Anxiety,Valium,98,9.07,10.0,90,3,5,9338,95.3,73.8,91.8
Depression,Paxil,98,6.94,8.0,66,13,19,4477,45.7,90.6,67.3
Anxiety,Desvenlafaxine,97,7.39,8.0,74,9,14,2633,27.1,94.6,76.3
Pain,Hydrocodone,97,5.76,7.0,50,11,36,3297,34.0,82.3,51.5
Constipation,Polyethylene Glycol 3350,97,8.84,10.0,85,5,7,5045,52.0,84.6,87.6
Migraine,Imitrex,97,8.01,9.0,75,12,10,1086,11.2,75.0,77.3
ADHD,Dexmethylphenidate,97,7.44,8.0,74,9,14,3234,33.3,99.0,76.3
Chronic Pain,Morphine,97,7.64,9.0,73,14,10,2900,29.9,73.8,75.3
Atrophic Vaginitis,Estradiol,97,5.71,7.0,49,12,36,4142,42.7,72.1,50.5
Postmenopausal Symptoms,Estradiol,96,7.47,9.0,67,11,18,3453,36.0,67.9,69.8
Neuropathic Pain,Pregabalin,96,6.52,7.0,58,17,21,3940,41.0,88.3,60.4
Acne,Differin,95,7.27,9.0,70,3,22,2424,25.5,99.2,73.7
Weight Loss,Saxenda,95,8.29,9.0,80,9,6,1316,13.9,93.9,84.2
Birth Control,Levora,95,6.69,8.0,57,17,21,746,7.9,95.5,60.0
Pain,Acetaminophen / Codeine,94,4.95,5.0,41,9,44,1795,19.1,56.0,43.6
Anxiety,Propranolol,94,7.99,9.0,74,9,11,3625,38.6,94.4,78.7
Migraine,Relpax,94,8.61,10.0,81,4,9,1002,10.7,77.4,86.2
Anxiety,Vistaril,94,5.71,7.0,51,10,33,5858,62.3,67.1,54.3
Osteoarthritis,Hylan G-F 20,94,6.36,8.0,57,7,30,2988,31.8,82.9,60.6
Plaque Psoriasis,Apremilast,94,5.89,6.0,46,18,30,2018,21.5,93.5,48.9
Acne,Sulfamethoxazole / Trimethoprim,93,8.39,10.0,78,7,8,1659,17.8,91.0,83.9
Bipolar Disorde,Depakote,93,6.06,7.0,53,14,26,4148,44.6,82.7,57.0
Menstrual Disorders,Ethinyl Estradiol / Norethindrone,93,5.49,6.0,44,12,37,692,7.4,103.0,47.3
High Blood Pressure,Metoprolol,92,6.29,7.0,53,20,19,4247,46.2,66.3,57.6
Sinusitis,Levofloxacin,92,5.38,5.0,40,19,33,2240,24.3,83.9,43.5
Birth Control,Alesse,92,5.43,5.0,37,21,34,784,8.5,95.7,40.2
ibromyalgia,Tramadol,91,7.4,9.0,65,11,15,4175,45.9,82.0,71.4
Irritable Bowel Syndrome,Eluxadoline,91,6.73,8.0,54,14,23,1583,17.4,88.0,59.3
Alcohol Dependence,Campral,91,9.25,10.0,87,3,1,6235,68.5,87.5,95.6
Nausea/Vomiting,Zofran,91,8.76,10.0,80,5,6,2045,22.5,53.1,87.9
Inflammatory Conditions,Meloxicam,91,6.87,8.0,59,11,21,4447,48.9,71.7,64.8
Urinary Tract Infection,Cipro,91,5.82,6.0,45,14,32,4147,45.6,69.0,49.5
Erectile Dysfunction,Vardenafil,90,8.1,9.0,75,7,8,5183,57.6,61.5,83.3
Irritable Bowel Syndrome,Viberzi,90,6.69,8.0,54,13,23,1586,17.6,89.8,60.0
Constipation,Magnesium Hydroxide,90,8.71,10.0,79,6,5,2434,27.0,93.9,87.8
Alcohol Dependence,Naltrexone,90,8.5,10.0,77,3,10,5234,58.2,96.2,85.6
Cold Sores,Valtrex,89,9.2,10.0,83,3,3,2143,24.1,109.2,93.3
Obesity,Phendimetrazine,89,8.42,9.0,77,6,6,4149,46.6,88.0,86.5
Headache,Fioricet,89,8.7,10.0,78,4,7,2881,32.4,65.4,87.6
Major Depressive Disorde,Venlafaxine,89,6.8,8.0,58,13,18,1600,18.0,97.1,65.2
Birth Control,Blisovi 24 Fe,89,3.11,1.0,18,7,64,416,4.7,97.6,20.2
Peripheral Neuropathy,Gabapentin,88,6.9,8.0,58,14,16,5101,58.0,80.9,65.9
Osteoarthritis,Meloxicam,87,7.33,9.0,63,6,18,4936,56.7,65.9,72.4
Birth Control,Ortho Tri-Cyclen,87,5.79,6.0,41,20,26,1107,12.7,89.2,47.1
Chronic Pain,Methadone,87,8.98,10.0,80,3,4,5084,58.4,93.9,92.0
Depression,Quetiapine,87,6.99,8.0,56,14,17,3265,37.5,80.4,64.4
Overactive Bladde,Oxybutynin,86,6.55,8.0,48,18,20,2721,31.6,63.1,55.8
Birth Control,Tri-Previfem,86,4.97,4.0,31,18,37,634,7.4,88.0,36.0
Restless Legs Syndrome,Pramipexole,85,7.58,9.0,62,10,13,2432,28.6,76.4,72.9
Human Papilloma Virus,Imiquimod,85,7.16,8.0,63,6,16,1320,15.5,111.5,74.1
Abnormal Uterine Bleeding,Ethinyl Estradiol / Norethindrone,85,5.44,5.0,36,24,25,602,7.1,104.7,42.4
Chronic Pain,Fentanyl,85,8.11,8.0,74,8,3,2447,28.8,97.0,87.1
GERD,Dexlansoprazole,85,6.92,8.0,57,7,21,2663,31.3,82.3,67.1
"Constipation, Drug Induced",Movantik,84,4.25,3.0,26,11,47,2123,25.3,91.4,31.0
Osteoarthritis,Hyaluronan,84,6.69,9.0,53,7,24,2858,34.0,83.6,63.1
Birth Control,Yasmin,84,5.74,6.0,40,18,26,1174,14.0,99.3,47.6
Migraine,Eletriptan,84,8.54,10.0,72,3,9,904,10.8,79.9,85.7
Smoking Cessation,Nicotine,84,8.24,9.0,70,6,8,2010,23.9,91.0,83.3
Obesity,Diethylpropion,84,9.31,10.0,81,1,2,3707,44.1,93.0,96.4
Unknown,Ethinyl Estradiol / Norgestimate,84,6.36,7.0,50,13,21,295,3.5,91.7,59.5
"Constipation, Drug Induced",Naloxegol,83,4.82,4.0,32,10,41,2078,25.0,92.7,38.6
"Constipation, Chronic",Lubiprostone,83,6.89,8.0,53,14,16,3020,36.4,85.7,63.9
Underactive Thyroid,Thyroid Desiccated,83,7.65,10.0,61,7,15,5347,64.4,79.5,73.5
Sinusitis,Clarithromycin,82,5.45,6.0,38,18,26,1677,20.5,76.9,46.3
Inflammatory Conditions,Methylprednisolone,82,7.48,9.0,62,6,14,3294,40.2,76.4,75.6
ADHD,Intuniv,82,6.06,7.5,47,5,30,5320,64.9,96.5,57.3
Bowel Preparation,Prepopik,82,6.0,8.0,46,4,32,620,7.6,93.7,56.1
Bacterial Skin Infection,Sulfamethoxazole / Trimethoprim,82,5.49,5.0,36,17,29,2342,28.6,76.6,43.9
Seizures,Keppra,81,6.43,7.0,49,14,18,2968,36.6,82.3,60.5
Bowel Preparation,Citric Acid / Magnesium Oxide / Sodium Picosulfate,81,6.14,9.0,47,3,31,687,8.5,96.4,58.0
Diverticulitis,Metronidazole,81,6.88,8.0,56,14,11,2965,36.6,83.9,69.1
"Diabetes, Type 2",Metformin,81,6.21,7.0,47,15,19,3746,46.2,76.0,58.0
Pain,Pregabalin,80,7.69,9.0,61,11,8,3264,40.8,74.2,76.2
Generalized Anxiety Disorde,Quetiapine,80,7.85,9.0,64,8,8,3940,49.2,76.3,80.0
Pain,Ultram,80,6.22,7.0,47,12,21,4766,59.6,58.0,58.8
Obsessive Compulsive Disorde,Sertraline,80,8.19,9.0,67,9,4,3522,44.0,102.1,83.8
Birth Control,Sronyx,80,5.58,5.0,34,20,26,530,6.6,78.2,42.5
Cough,Delsym,80,3.49,2.0,17,12,51,701,8.8,53.1,21.2
Neuropathic Pain,Lyrica,80,6.21,7.0,44,16,20,3783,47.3,86.2,55.0
Urinary Tract Infection,Bactrim,80,4.86,5.0,28,15,37,1854,23.2,67.5,35.0
Endometriosis,Leuprolide,79,5.85,7.0,43,9,27,1804,22.8,101.6,54.4
"Constipation, Chronic",Amitiza,79,6.68,8.0,49,12,18,2910,36.8,81.8,62.0
Unknown,Ethinyl Estradiol / Levonorgestrel,79,5.81,6.0,36,19,24,309,3.9,87.9,45.6
Bladder Infection,Macrobid,79,4.7,4.0,27,13,39,2779,35.2,74.9,34.2
Nausea/Vomiting,Promethazine,79,8.48,10.0,68,3,8,1496,18.9,64.0,86.1
Migraine,Acetaminophen / Aspirin / Caffeine,79,7.58,9.0,59,4,16,738,9.3,76.4,74.7
Major Depressive Disorde,Vilazodone,78,5.13,4.0,32,11,35,2367,30.3,91.0,41.0
Birth Control,Aubra,78,5.63,6.0,37,10,31,245,3.1,88.0,47.4
Depression,Remeron,77,7.96,9.0,59,14,4,6826,88.6,87.7,76.6
Osteoarthritis,Orthovisc,77,6.62,9.0,48,7,22,2919,37.9,87.9,62.3
Birth Control,Cryselle,77,5.88,7.0,40,11,26,738,9.6,94.2,51.9
Overactive Bladde,Mirabegron,76,5.17,5.0,31,13,32,3016,39.7,64.0,40.8
High Cholesterol,Atorvastatin,76,5.01,5.0,30,13,33,5293,69.6,67.2,39.5
Birth Control,Gianvi,76,6.22,7.5,41,18,17,594,7.8,98.4,53.9
Rheumatoid Arthritis,Adalimumab,76,6.8,8.0,51,6,19,3735,49.1,83.1,67.1
Muscle Spasm,Flexeril,76,6.47,8.0,46,17,13,3887,51.1,60.5,60.5
Pain,Vicodin,76,7.96,9.0,61,8,7,2349,30.9,61.2,80.3
Major Depressive Disorde,Viibryd,76,5.33,5.0,34,9,33,2345,30.9,88.6,44.7
Multiple Sclerosis,Glatiramer,76,7.76,9.0,58,7,11,2925,38.5,83.0,76.3
"Onychomycosis, Toenail",Efinaconazole,75,5.61,7.0,38,6,31,856,11.4,70.1,50.7
Generalized Anxiety Disorde,Citalopram,75,8.05,9.0,62,6,7,3608,48.1,96.4,82.7
Bipolar Disorde,Oxcarbazepine,75,8.09,9.0,61,6,8,2938,39.2,82.3,81.3
Allergies,Levocetirizine,75,5.43,5.0,36,8,31,1260,16.8,71.3,48.0
Sinusitis,Azithromycin,75,7.17,8.0,48,15,12,1863,24.8,71.0,64.0
Opiate Dependence,Buprenorphine,75,9.19,10.0,72,2,1,2903,38.7,86.5,96.0
Acne,Clindamycin / Tretinoin,74,7.38,9.0,54,7,13,799,10.8,100.6,73.0
Vertig,Meclizine,74,7.31,8.0,52,11,11,4050,54.7,68.7,70.3
Pain,Voltaren Gel,74,7.84,9.0,58,7,9,2684,36.3,83.3,78.4
"Gout, Acute",Indomethacin,73,8.32,9.0,61,6,6,2248,30.8,80.8,83.6
Pain,Buprenorphine,73,7.56,8.0,54,11,8,4198,57.5,106.3,74.0
Acne,Yaz,73,7.0,8.0,49,10,14,1188,16.3,106.6,67.1
Constipation,Miralax,73,9.01,10.0,66,5,2,4847,66.4,83.7,90.4
Bacterial Infection,Flagyl,73,6.75,8.0,47,13,13,1465,20.1,76.1,64.4
Insomnia,Doxylamine,72,6.62,8.0,45,9,18,2249,31.2,76.5,62.5
moterol),Budesonide / Formoterol,72,7.38,9.0,47,15,10,2724,37.8,71.7,65.3
Vaginal Yeast Infection,Monistat 7-Day Combination Pack,72,3.79,2.0,18,14,40,516,7.2,87.1,25.0
Opiate Dependence,Naltrexone,72,8.12,10.0,58,4,10,3187,44.3,100.9,80.6
High Blood Pressure,Olmesartan,72,7.6,9.0,51,13,8,2753,38.2,68.6,70.8
Breast Cance,Anastrozole,72,5.38,5.5,20,32,20,4508,62.6,89.4,27.8
Constipation,Phillips' Milk Of Magnesia,71,8.75,10.0,64,3,4,2118,29.8,97.8,90.1
"Onychomycosis, Toenail",Jublia,71,5.73,8.0,38,3,30,793,11.2,68.5,53.5
Bipolar Disorde,Zyprexa,71,6.56,8.0,45,9,17,2638,37.2,65.5,63.4
Rheumatoid Arthritis,Humira,71,6.41,8.0,44,6,21,3244,45.7,79.7,62.0
Erectile Dysfunction,Levitra,71,8.1,9.0,59,4,8,3701,52.1,63.0,83.1
Generalized Anxiety Disorde,Venlafaxine,70,6.81,8.0,47,8,15,2687,38.4,94.0,67.1
Narcolepsy,Modafinil,70,6.81,8.0,43,12,15,1755,25.1,76.2,61.4
Insomnia,Clonazepam,70,7.83,9.0,54,5,11,4402,62.9,89.6,77.1
Rosacea,Brimonidine,70,3.69,1.0,20,3,47,1206,17.2,93.4,28.6
Multiple Sclerosis,Copaxone,70,7.79,9.0,54,7,9,2637,37.7,77.9,77.1
Migraine,Maxalt,70,8.87,10.0,65,0,5,878,12.5,73.9,92.9
"Herpes Simplex, Suppression",Valacyclovir,69,8.54,10.0,58,3,8,2318,33.6,88.9,84.1
Migraine,Zolmitriptan,69,7.77,9.0,55,3,11,407,5.9,82.6,79.7
Chronic Pain,Hydromorphone,69,8.38,9.0,60,4,5,3068,44.5,75.7,87.0
Obsessive Compulsive Disorde,Fluvoxamine,69,8.09,9.0,54,10,5,2853,41.3,86.1,78.3
Anxiety and Stress,Paroxetine,69,6.65,8.0,44,8,17,2534,36.7,86.1,63.8
Cough,Chlorpheniramine / Hydrocodone,69,9.42,10.0,65,2,2,869,12.6,59.0,94.2
Narcolepsy,Armodafinil,69,6.62,8.0,43,12,14,1246,18.1,94.3,62.3
Bipolar Disorde,Risperidone,69,6.33,7.0,41,9,19,1989,28.8,66.3,59.4
Alcohol Withdrawal,Chlordiazepoxide,69,9.57,10.0,67,2,0,3659,53.0,93.2,97.1
Sinusitis,Levaquin,68,5.59,6.0,32,13,23,2183,32.1,79.4,47.1
Birth Control,Ocella,68,6.29,7.0,35,18,15,381,5.6,86.4,51.5
"Hypogonadism, Male",Axiron,68,7.51,9.0,51,5,12,2414,35.5,88.7,75.0
ADHD,Dextroamphetamine,68,8.69,9.5,61,3,4,2269,33.4,86.0,89.7
HIV Infection,Efavirenz / Emtricitabine / Tenofovir,68,9.13,10.0,65,1,2,1049,15.4,81.7,95.6
Pain,Lidocaine,68,5.12,6.0,33,2,33,1698,25.0,78.3,48.5
Major Depressive Disorde,Brexpiprazole,68,6.1,8.0,37,9,22,2343,34.5,88.0,54.4
Anxiety and Stress,Venlafaxine,68,7.29,8.0,47,14,7,1922,28.3,87.8,69.1
Psoriasis,Ustekinumab,67,8.33,9.0,57,4,6,2222,33.2,92.0,85.1
Helicobacter Pylori Infection,Bismuth Subcitrate Potassium / Metronidazole / Tetracycline,67,5.81,6.0,32,18,17,1152,17.2,99.8,47.8
Bipolar Disorde,Topiramate,67,7.82,9.0,51,7,9,3806,56.8,95.7,76.1
Acne,Tri-Sprintec,67,5.39,5.0,28,15,24,614,9.2,103.6,41.8
Seizures,Lacosamide,67,7.13,8.0,44,16,7,2198,32.8,93.2,65.7
Alcohol Withdrawal,Librium,67,9.54,10.0,66,1,0,3802,56.7,90.0,98.5
Pneumonia,Levofloxacin,67,5.1,5.0,29,7,31,1486,22.2,69.8,43.3
Overactive Bladde,Botox,67,5.55,6.0,33,2,32,3209,47.9,106.0,49.3
Allergic Rhinitis,Cetirizine,67,6.51,8.0,39,10,18,1166,17.4,59.0,58.2
Chronic Pain,Duloxetine,66,6.33,8.0,44,5,17,3123,47.3,86.4,66.7
GERD,Esomeprazole,66,7.71,9.0,47,9,10,1690,25.6,62.7,71.2
Insomnia,Silenor,66,6.77,9.0,42,3,21,3249,49.2,59.3,63.6
Anxiety and Stress,Amitriptyline,66,7.45,9.0,47,7,12,4714,71.4,80.6,71.2
High Blood Pressure,Valsartan,66,5.77,6.0,32,13,21,3128,47.4,63.6,48.5
Depression,L-Methylfolate,66,8.06,10.0,55,3,8,4691,71.1,95.2,83.3
High Blood Pressure,Hydrochlorothiazide,66,5.48,5.5,28,18,20,3247,49.2,73.6,42.4
Overactive Bladde,Onabotulinumtoxina,65,5.2,3.0,29,3,33,2996,46.1,105.9,44.6
Nausea/Vomiting of Pregnancy,Diclegis,65,6.89,8.0,43,5,17,393,6.0,100.5,66.2
Menstrual Disorders,Drospirenone / Ethinyl Estradiol,65,5.55,6.0,32,9,24,407,6.3,100.8,49.2
HIV Infection,Atripla,65,9.14,10.0,62,1,2,1107,17.0,83.9,95.4
Pain,Lortab,65,8.11,9.0,53,7,5,1691,26.0,45.0,81.5
Muscle Spasm,Baclofen,65,6.95,8.0,43,7,15,3243,49.9,71.9,66.2
Cough,Homatropine / Hydrocodone,65,7.72,9.0,48,9,8,983,15.1,55.3,73.8
GERD,Dexilant,65,6.48,8.0,39,7,19,2361,36.3,87.0,60.0
Allergic Rhinitis,Montelukast,65,5.82,7.0,33,7,25,1901,29.2,81.1,50.8
Obesity,Adipex-P,65,8.92,10.0,58,5,2,3432,52.8,93.2,89.2
Allergies,Xyzal,65,4.57,2.0,25,5,35,1109,17.1,65.3,38.5
Neuropathic Pain,Gabapentin,65,6.74,8.0,41,10,14,807,12.4,89.4,63.1
Underactive Thyroid,Armour Thyroid,65,7.69,10.0,48,6,11,5547,85.3,85.0,73.8
Anxiety,Pristiq,65,7.06,8.0,47,6,12,1613,24.8,92.5,72.3
Panic Disorde,Paroxetine,64,7.73,9.0,49,7,8,1678,26.2,81.9,76.6
Acne,Claravis,64,8.25,9.0,54,7,3,914,14.3,98.9,84.4
Bipolar Disorde,Gabapentin,64,8.52,9.0,52,9,3,3379,52.8,83.5,81.2
Dry Eye Disease,Lifitegrast,64,5.72,6.0,30,11,23,825,12.9,93.4,46.9
Bronchitis,Levofloxacin,64,5.62,6.0,32,7,25,1621,25.3,70.8,50.0
Acne,Yasmin,64,6.8,8.0,40,11,13,1093,17.1,108.4,62.5
Insomnia,Diphenhydramine,64,6.47,8.0,41,5,18,1052,16.4,51.3,64.1
Pain,Opana,64,7.77,9.0,52,4,8,2733,42.7,79.1,81.2
Birth Control,Estarylla,63,3.44,2.0,16,3,44,306,4.9,99.3,25.4
Birth Control,Jolessa,63,5.62,7.0,32,8,23,417,6.6,89.5,50.8
Chronic Pain,Cymbalta,63,6.21,8.0,41,5,17,3348,53.1,78.8,65.1
Urinary Tract Infection,Bactrim Ds,63,5.78,6.0,30,11,22,1733,27.5,80.0,47.6
Rosacea,Mirvaso,63,3.78,1.0,20,1,42,1206,19.1,90.5,31.7
Skin or Soft Tissue Infection,Cephalexin,63,6.83,8.0,39,8,16,1866,29.6,63.4,61.9
Multiple Sclerosis,Natalizumab,63,7.92,10.0,47,7,9,3584,56.9,73.2,74.6
Benign Prostatic Hyperplasia,Flomax,63,5.19,5.0,22,18,23,5291,84.0,65.2,34.9
Obesity,Xenical,63,8.54,10.0,55,4,4,5798,92.0,85.4,87.3
Benign Prostatic Hyperplasia,Silodosin,63,5.86,6.0,30,18,15,2392,38.0,71.0,47.6
Generalized Anxiety Disorde,Duloxetine,63,6.59,8.0,39,7,17,3217,51.1,98.1,61.9
Migraine,Naproxen / Sumatriptan,63,8.86,10.0,57,2,4,433,6.9,67.8,90.5
"Hypogonadism, Male",Testim,63,6.46,8.0,37,12,14,1388,22.0,90.4,58.7
Weight Loss,Victoza,63,8.14,8.0,51,9,3,2039,32.4,98.7,81.0
Sinusitis,Cefdinir,62,3.95,3.0,15,15,32,913,14.7,74.1,24.2
Bladder Infection,Ciprofloxacin,62,5.0,4.5,27,6,29,2238,36.1,69.4,43.5
"Ulcerative Colitis, Active",Mesalamine,62,7.23,8.0,46,4,12,1174,18.9,71.1,74.2
Hot Flashes,Gabapentin,62,8.89,10.0,57,2,3,2583,41.7,82.4,91.9
Asthma,Montelukast,62,5.34,5.0,26,13,23,1329,21.4,85.6,41.9
High Blood Pressure,Atenolol,62,6.69,8.0,40,9,13,2263,36.5,61.8,64.5
Benign Prostatic Hyperplasia,Rapaflo,62,6.42,7.0,34,18,10,2822,45.5,69.0,54.8
Bipolar Disorde,Seroquel Xr,62,7.73,9.0,48,5,9,1471,23.7,89.5,77.4
Bronchitis,Clarithromycin,62,4.71,4.0,22,11,29,1287,20.8,83.1,35.5
Muscle Spasm,Diazepam,62,8.79,10.0,54,6,2,3030,48.9,70.7,87.1
Helicobacter Pylori Infection,Pylera,62,5.98,6.5,31,16,15,1153,18.6,94.7,50.0
Vaginal Yeast Infection,Monistat 7,62,3.03,1.0,12,8,42,337,5.4,82.3,19.4
Abnormal Uterine Bleeding,Norethindrone,62,4.06,2.5,16,11,35,886,14.3,82.5,25.8
Premenstrual Dysphoric Disorde,Drospirenone / Ethinyl Estradiol,61,7.48,9.0,46,4,11,1211,19.9,91.9,75.4
Depression,Alprazolam,61,9.08,10.0,53,6,2,4628,75.9,63.6,86.9
Pain,Opana Er,61,7.95,9.0,49,4,8,2279,37.4,89.7,80.3
Restless Legs Syndrome,Mirapex,61,8.0,9.0,48,5,8,2423,39.7,73.2,78.7
ADHD,Ritalin,61,7.52,8.0,47,7,7,2204,36.1,86.0,77.0
Psoriasis,Stelara,61,8.72,9.0,55,3,3,1967,32.2,99.9,90.2
HIV Infection,Stribild,60,9.47,10.0,57,2,1,1069,17.8,79.2,95.0
Generalized Anxiety Disorde,Cymbalta,60,6.68,8.0,38,7,15,3332,55.5,97.4,63.3
Pain,Nortriptyline,60,6.98,8.0,41,5,14,6775,112.9,85.0,68.3
Psoriasis,Humira,60,7.6,9.0,44,7,9,1676,27.9,74.0,73.3
Birth Control,Zarah,60,6.58,8.0,34,10,16,337,5.6,103.4,56.7
Overactive Bladde,Myrbetriq,60,5.65,6.0,28,10,22,2850,47.5,61.1,46.7
High Cholesterol,Simvastatin,60,4.72,3.5,21,9,30,2778,46.3,62.2,35.0
GERD,Omeprazole,60,7.93,9.0,47,7,6,2003,33.4,62.7,78.3
Endometriosis,Lupron Depot,60,5.68,7.0,31,8,21,1428,23.8,103.4,51.7
Osteoarthritis,Synvisc-One,60,6.45,8.0,37,5,18,2124,35.4,92.2,61.7
Acne,Trinessa,60,6.78,8.0,36,10,14,625,10.4,100.4,60.0
Acne,Solodyn,60,6.97,8.0,40,8,12,1196,19.9,86.2,66.7
Psoriasis,Adalimumab,59,7.76,9.0,44,6,9,1696,28.7,74.7,74.6
Migraine,Gabapentin,59,7.83,9.0,47,4,8,2840,48.1,79.5,79.7
Emergency Contraception,Aftera,59,6.66,9.0,38,1,20,425,7.2,86.6,64.4
Pain,Tylenol With Codeine #3,59,5.31,5.0,28,8,23,1235,20.9,56.5,47.5
Pain,Lyrica,59,7.71,9.0,45,7,7,2322,39.4,69.7,76.3
Muscle Spasm,Zanaflex,59,7.49,9.0,42,9,8,4991,84.6,70.2,71.2
Migraine,Metoclopramide,59,4.83,3.0,25,4,30,687,11.6,106.8,42.4
Birth Control,Beyaz,59,7.0,8.0,37,14,8,738,12.5,89.7,62.7
Chronic Pain,Butrans,59,6.51,8.0,36,8,15,2235,37.9,92.7,61.0
Inflammatory Conditions,Prednisone,59,7.88,9.0,47,3,9,2675,45.3,96.2,79.7
Rosacea,Doxycycline,59,8.27,10.0,48,6,5,1451,24.6,82.7,81.4
Anorexia,Cyproheptadine,59,8.86,10.0,52,3,4,3068,52.0,77.9,88.1
Rheumatoid Arthritis,Etanercept,59,8.54,9.0,50,7,2,2431,41.2,83.0,84.7
Rosacea,Ivermectin,59,7.53,9.0,44,1,14,793,13.4,79.3,74.6
Narcolepsy,Nuvigil,59,6.49,7.0,36,10,13,1148,19.5,88.6,61.0
Unknown,Loestrin 24 Fe,58,6.09,6.5,29,15,14,139,2.4,97.2,50.0
Dental Abscess,Metronidazole,58,6.78,8.0,34,14,10,1390,24.0,82.6,58.6
ADHD,Bupropion,58,7.79,8.5,45,7,6,4180,72.1,95.1,77.6
Nausea/Vomiting of Pregnancy,Doxylamine / Pyridoxine,58,6.71,8.0,37,4,17,291,5.0,100.5,63.8
Acne,Loestrin 24 Fe,58,3.21,1.0,12,7,39,692,11.9,94.7,20.7
Smoking Cessation,Zyban,58,8.74,10.0,50,4,4,3121,53.8,85.7,86.2
Erectile Dysfunction,Alprostadil,58,7.83,9.0,47,2,9,2935,50.6,68.9,81.0
"Hypothyroidism, After Thyroid Removal",Levothyroxine,58,7.1,8.0,36,13,9,2509,43.3,70.8,62.1
Motion Sickness,Scopolamine,58,7.36,8.0,39,9,10,720,12.4,81.5,67.2
Migraine Prevention,Onabotulinumtoxina,58,7.14,9.0,40,4,14,2542,43.8,98.7,69.0
Migraine Prevention,Botox,58,6.81,9.0,38,3,17,2522,43.5,99.7,65.5
Nasal Congestion,Oxymetazoline,58,5.16,4.0,26,3,29,314,5.4,58.1,44.8
Generalized Anxiety Disorde,Sertraline,58,7.72,8.5,45,6,7,1818,31.3,107.3,77.6
Dry Eye Disease,Xiidra,58,5.62,5.5,27,11,20,824,14.2,98.4,46.6
Migraine,Treximet,57,9.02,10.0,53,1,3,448,7.9,70.5,93.0
Muscle Spasm,Metaxalone,57,7.65,9.0,44,5,8,2278,40.0,61.4,77.2
Major Depressive Disorde,Rexulti,57,6.75,8.0,36,7,14,2227,39.1,90.9,63.2
Birth Control,Jolivette,57,5.7,6.0,28,10,19,756,13.3,93.6,49.1
Depression,Trazodone,57,7.18,9.0,42,3,12,3952,69.3,74.5,73.7
Depression,Lamotrigine,57,8.11,9.0,47,1,9,2710,47.5,84.6,82.5
Trigeminal Neuralgia,Carbamazepine,57,6.75,8.0,34,14,9,1451,25.5,89.1,59.6
Sinusitis,Augmentin,57,5.7,6.0,26,11,20,2014,35.3,66.2,45.6
Birth Control,Camrese,57,5.19,5.0,22,14,21,289,5.1,96.2,38.6
Obsessive Compulsive Disorde,Zoloft,56,8.04,9.0,44,9,3,3047,54.4,100.1,78.6
Vaginal Yeast Infection,Diflucan,56,6.46,8.0,34,5,17,2329,41.6,67.5,60.7
Narcolepsy,Provigil,56,6.98,8.0,37,7,12,1561,27.9,73.1,66.1
Seizures,Vimpat,56,7.18,8.0,38,12,6,1866,33.3,90.2,67.9
